order_id,session_id,client_id,address_id,store_id,city,platform,order_created_at,order_date,delivery_slot_start,items_count,gross_merchandise_value,discount_type,discount_amount,delivery_fee,service_fee,paid_amount,payment_method,campaign_id,experiment_group,is_marketing_touched
O000017538,SESS000113978,C008484,A0003417,S053,Новосибирск,web,2026-03-22 14:46:29,2026-03-22,2026-03-22 18:00:00,12,3952.7,none,0.0,99,79.05,4130.75,card,,no_campaign,0
O000017582,SESS000114203,C008353,A0002508,S009,Екатеринбург,android,2026-03-22 14:56:08,2026-03-22,2026-03-22 18:00:00,14,2937.61,none,0.0,0,0.0,2937.61,card,,no_campaign,0
O000017497,SESS000113701,C001724,A0002208,S052,Москва,ios,2026-03-22 15:01:53,2026-03-22,2026-03-22 16:00:00,9,3177.5,none,0.0,0,0.0,3177.5,card,,no_campaign,0
O000017588,SESS000114244,C002233,A0005143,S057,Екатеринбург,android,2026-03-22 15:20:40,2026-03-22,2026-03-22 11:00:00,9,3390.21,none,0.0,99,67.8,3557.01,card,,no_campaign,0
O000017579,SESS000114192,C004628,A0001271,S049,Москва,android,2026-03-22 15:22:04,2026-03-22,2026-03-22 12:00:00,10,5566.89,fixed_amount,500.0,0,83.5,5150.39,card,,no_campaign,0
O000017526,SESS000113909,C006121,A0013514,S043,Москва,web,2026-03-22 15:33:15,2026-03-22,2026-03-22 11:00:00,15,4768.6,none,0.0,0,95.37,4863.97,card,,no_campaign,0
O000017438,SESS000113339,C002014,A0006010,S038,Москва,android,2026-03-22 15:40:29,2026-03-22,2026-03-22 16:00:00,5,2277.81,none,0.0,99,45.56,2422.37,card,,no_campaign,0
O000017542,SESS000114003,C003547,A0008907,S072,Москва,ios,2026-03-22 15:44:59,2026-03-22,2026-03-22 16:00:00,7,3857.06,none,0.0,149,57.86,4063.92,sbp,,no_campaign,0
O000017533,SESS000113943,C001505,A0002341,S030,Москва,android,2026-03-22 15:56:58,2026-03-22,2026-03-22 18:00:00,9,3283.49,none,0.0,199,65.67,3548.16,sbp,,no_campaign,0
O000017512,SESS000113796,C005033,A0014783,S034,Санкт-Петербург,ios,2026-03-22 15:57:06,2026-03-22,2026-03-22 19:00:00,10,4084.61,none,0.0,0,0.0,4084.61,card,,no_campaign,0
O000017570,SESS000114154,C007876,A0002801,S024,Санкт-Петербург,ios,2026-03-22 16:17:10,2026-03-22,2026-03-22 17:00:00,12,3156.82,free_delivery,0.0,0,47.35,3204.17,card,,no_campaign,0
O000017465,SESS000113492,C008134,A0014570,S048,Москва,ios,2026-03-22 16:18:52,2026-03-22,2026-03-22 18:00:00,8,1570.63,fixed_amount,150.0,99,31.41,1551.04,card,,no_campaign,0
O000017496,SESS000113694,C003454,A0006335,S011,Москва,android,2026-03-22 16:18:55,2026-03-22,2026-03-22 20:00:00,15,4042.47,none,0.0,149,60.64,4252.11,sbp,,no_campaign,0
O000017543,SESS000114005,C005942,A0010423,S021,Москва,android,2026-03-22 16:21:15,2026-03-22,2026-03-22 15:00:00,4,2604.31,percent,130.22,149,0.0,2623.09,cash,,no_campaign,0
O000017440,SESS000113351,C001977,A0007217,S004,Москва,ios,2026-03-22 16:30:38,2026-03-22,2026-03-22 13:00:00,11,2686.06,none,0.0,99,53.72,2838.78,card,,no_campaign,0
O000017489,SESS000113661,C008107,A0011509,S020,Москва,android,2026-03-22 16:33:34,2026-03-22,2026-03-22 11:00:00,3,1294.06,percent,194.11,0,19.41,1119.36,card,,no_campaign,0
O000017449,SESS000113394,C007703,A0014745,S050,Санкт-Петербург,ios,2026-03-22 16:34:44,2026-03-22,2026-03-22 14:00:00,10,2079.9,none,0.0,0,0.0,2079.9,card,,no_campaign,0
O000017566,SESS000114131,C008270,A0011015,S053,Санкт-Петербург,android,2026-03-22 16:37:26,2026-03-22,2026-03-22 16:00:00,10,2320.14,none,0.0,99,46.4,2465.54,cash,,no_campaign,0
O000017560,SESS000114103,C004584,A0009031,S005,Казань,android,2026-03-22 16:38:32,2026-03-22,2026-03-22 18:00:00,10,4440.73,none,0.0,99,0.0,4539.73,card,,no_campaign,0
O000017458,SESS000113453,C006740,A0001895,S049,Новосибирск,ios,2026-03-22 16:43:44,2026-03-22,2026-03-22 19:00:00,7,2357.76,none,0.0,149,35.37,2542.13,card,,no_campaign,0
O000017483,SESS000113600,C000587,A0007939,S057,Москва,ios,2026-03-22 16:45:31,2026-03-22,2026-03-22 12:00:00,4,2493.9,none,0.0,99,37.41,2630.31,card,,no_campaign,0
O000017513,SESS000113813,C007545,A0001099,S013,Москва,ios,2026-03-22 16:54:45,2026-03-22,2026-03-22 19:00:00,13,4364.3,none,0.0,0,0.0,4364.3,card,,no_campaign,0
O000017575,SESS000114168,C000876,A0010770,S018,Москва,ios,2026-03-22 16:58:54,2026-03-22,2026-03-22 13:00:00,12,2340.31,none,0.0,149,46.81,2536.12,card,,no_campaign,0
O000017523,SESS000113900,C005318,A0011184,S040,Новосибирск,android,2026-03-22 17:01:54,2026-03-22,2026-03-22 15:00:00,8,1257.27,none,0.0,0,0.0,1257.27,card,,no_campaign,0
O000017471,SESS000113528,C005310,A0001306,S005,Екатеринбург,ios,2026-03-22 17:02:49,2026-03-22,2026-03-22 12:00:00,12,2256.85,none,0.0,99,0.0,2355.85,card,,no_campaign,0
O000017472,SESS000113530,C000993,A0005350,S014,Москва,ios,2026-03-22 17:04:52,2026-03-22,2026-03-22 18:00:00,8,2775.16,none,0.0,149,55.5,2979.66,cash,,no_campaign,0
O000017480,SESS000113577,C001622,A0008575,S029,Москва,ios,2026-03-22 17:17:43,2026-03-22,2026-03-22 19:00:00,16,2613.22,percent,130.66,99,52.26,2633.82,card,,no_campaign,0
O000017498,SESS000113724,C002604,A0012659,S034,Москва,ios,2026-03-22 17:19:26,2026-03-22,2026-03-22 20:00:00,13,3388.54,none,0.0,199,0.0,3587.54,sbp,,no_campaign,0
O000017487,SESS000113631,C001267,A0004474,S066,Москва,android,2026-03-22 17:24:02,2026-03-22,2026-03-22 21:00:00,12,2597.59,none,0.0,99,38.96,2735.55,sbp,,no_campaign,0
O000017515,SESS000113835,C003508,A0013320,S069,Москва,web,2026-03-22 17:24:49,2026-03-22,2026-03-22 22:00:00,4,1568.63,none,0.0,0,23.53,1592.16,sbp,,no_campaign,0
O000017531,SESS000113931,C000966,A0000077,S032,Москва,web,2026-03-22 17:25:15,2026-03-22,2026-03-22 10:00:00,12,2696.08,none,0.0,199,53.92,2949.0,card,,no_campaign,0
O000017466,SESS000113494,C002932,A0007411,S037,Санкт-Петербург,android,2026-03-22 17:27:03,2026-03-22,2026-03-22 12:00:00,10,3003.46,none,0.0,99,45.05,3147.51,sbp,,no_campaign,0
O000017500,SESS000113735,C004512,A0009185,S021,Москва,android,2026-03-22 17:36:10,2026-03-22,2026-03-22 12:00:00,10,2651.24,none,0.0,99,39.77,2790.01,card,,no_campaign,0
O000017468,SESS000113514,C003576,A0000359,S011,Москва,web,2026-03-22 17:46:45,2026-03-22,2026-03-22 20:00:00,8,1614.02,none,0.0,149,32.28,1795.3,card,,no_campaign,0
O000017540,SESS000113987,C005248,A0001175,S042,Екатеринбург,android,2026-03-22 17:47:14,2026-03-22,2026-03-22 18:00:00,11,2838.75,none,0.0,99,0.0,2937.75,sbp,,no_campaign,0
O000017491,SESS000113676,C007204,A0014911,S047,Москва,ios,2026-03-22 17:47:41,2026-03-22,2026-03-22 15:00:00,13,3126.4,none,0.0,199,0.0,3325.4,card,,no_campaign,0
O000017519,SESS000113865,C006603,A0005448,S049,Москва,ios,2026-03-22 17:50:30,2026-03-22,2026-03-22 12:00:00,7,4029.85,free_delivery,0.0,0,80.6,4110.45,card,,no_campaign,0
O000017501,SESS000113743,C005802,A0002984,S044,Москва,android,2026-03-22 17:51:48,2026-03-22,2026-03-22 20:00:00,7,3672.98,none,0.0,149,0.0,3821.98,card,,no_campaign,0
O000017464,SESS000113480,C002609,A0007721,S042,Санкт-Петербург,ios,2026-03-22 18:02:57,2026-03-22,2026-03-22 16:00:00,12,1959.44,none,0.0,199,39.19,2197.63,card,,no_campaign,0
O000017522,SESS000113892,C008012,A0012576,S032,Москва,android,2026-03-22 18:06:30,2026-03-22,2026-03-22 10:00:00,8,2329.32,none,0.0,99,34.94,2463.26,card,,no_campaign,0
O000017530,SESS000113929,C003849,A0006607,S065,Санкт-Петербург,ios,2026-03-22 18:08:17,2026-03-22,2026-03-22 10:00:00,14,1454.25,none,0.0,149,21.81,1625.06,card,,no_campaign,0
O000017563,SESS000114123,C004274,A0001784,S058,Москва,ios,2026-03-22 18:38:53,2026-03-22,2026-03-22 17:00:00,9,4306.04,none,0.0,99,64.59,4469.63,sbp,,no_campaign,0
O000017470,SESS000113526,C006107,A0014575,S077,Москва,android,2026-03-22 18:39:02,2026-03-22,2026-03-22 12:00:00,12,5104.03,fixed_amount,150.0,199,76.56,5229.59,card,,no_campaign,0
O000017554,SESS000114055,C004742,A0004454,S013,Москва,ios,2026-03-22 18:47:09,2026-03-22,2026-03-22 14:00:00,7,2138.16,percent,213.82,99,32.07,2055.42,card,,no_campaign,0
O000017569,SESS000114150,C003978,A0013037,S073,Санкт-Петербург,ios,2026-03-22 18:47:10,2026-03-22,2026-03-22 15:00:00,6,3241.56,fixed_amount,150.0,149,64.83,3305.39,card,,no_campaign,0
O000017545,SESS000114019,C006009,A0012510,S057,Санкт-Петербург,web,2026-03-22 18:48:16,2026-03-22,2026-03-22 20:00:00,11,2828.7,none,0.0,149,42.43,3020.13,card,CMP0048,test,1
O000017514,SESS000113821,C001550,A0007736,S011,Санкт-Петербург,web,2026-03-22 18:49:58,2026-03-22,2026-03-22 21:00:00,9,2313.51,none,0.0,199,46.27,2558.78,card,,no_campaign,0
O000017557,SESS000114089,C006941,A0011134,S035,Казань,web,2026-03-22 18:52:38,2026-03-22,2026-03-22 14:00:00,10,1523.7,none,0.0,0,0.0,1523.7,card,CMP0048,control,1
O000017544,SESS000114013,C007706,A0013590,S039,Москва,ios,2026-03-22 18:59:51,2026-03-22,2026-03-22 15:00:00,8,2304.45,none,0.0,0,34.57,2339.02,card,,no_campaign,0
O000017505,SESS000113760,C003263,A0003194,S032,Москва,android,2026-03-22 19:04:35,2026-03-22,2026-03-22 20:00:00,2,5205.32,none,0.0,199,104.11,5508.43,sbp,,no_campaign,0
O000017525,SESS000113908,C006725,A0000620,S036,Санкт-Петербург,ios,2026-03-22 19:11:17,2026-03-22,2026-03-22 18:00:00,4,3907.44,none,0.0,99,58.61,4065.05,sbp,,no_campaign,0
O000017474,SESS000113537,C003882,A0004613,S025,Санкт-Петербург,android,2026-03-22 19:15:44,2026-03-22,2026-03-22 10:00:00,7,4052.37,none,0.0,149,81.05,4282.42,card,,no_campaign,0
O000017518,SESS000113855,C003259,A0014906,S050,Москва,web,2026-03-22 19:34:32,2026-03-22,2026-03-22 14:00:00,9,4462.16,none,0.0,99,0.0,4561.16,card,,no_campaign,0
O000017561,SESS000114104,C000876,A0010770,S063,Москва,ios,2026-03-22 19:37:42,2026-03-22,2026-03-22 18:00:00,10,2952.99,none,0.0,0,0.0,2952.99,card,,no_campaign,0
O000017478,SESS000113568,C005748,A0001007,S013,Новосибирск,android,2026-03-22 19:38:21,2026-03-22,2026-03-22 13:00:00,10,2353.9,none,0.0,149,35.31,2538.21,card,CMP0048,control,1
O000017559,SESS000114098,C007294,A0000769,S045,Москва,android,2026-03-22 19:42:29,2026-03-22,2026-03-22 13:00:00,13,2930.21,none,0.0,149,58.6,3137.81,card,,no_campaign,0
O000017444,SESS000113366,C005292,A0001527,S052,Москва,ios,2026-03-22 19:45:08,2026-03-22,2026-03-22 22:00:00,10,3659.08,none,0.0,0,73.18,3732.26,card,,no_campaign,0
O000017517,SESS000113841,C003163,A0013373,S037,Москва,android,2026-03-22 19:47:01,2026-03-22,2026-03-22 16:00:00,10,3266.37,none,0.0,149,49.0,3464.37,sbp,,no_campaign,0
O000017534,SESS000113945,C001868,A0003586,S050,Москва,ios,2026-03-22 19:48:20,2026-03-22,2026-03-22 19:00:00,12,2692.57,none,0.0,99,0.0,2791.57,sbp,,no_campaign,0
O000017590,SESS000114258,C006796,A0006243,S050,Москва,android,2026-03-22 19:51:06,2026-03-22,2026-03-22 21:00:00,6,3476.56,none,0.0,149,0.0,3625.56,sbp,,no_campaign,0
O000017565,SESS000114128,C000086,A0012890,S059,Москва,android,2026-03-22 20:02:26,2026-03-22,2026-03-22 14:00:00,17,1720.3,none,0.0,0,34.41,1754.71,card,,no_campaign,0
O000017556,SESS000114080,C000997,A0003476,S040,Екатеринбург,android,2026-03-22 20:08:26,2026-03-22,2026-03-22 18:00:00,19,1305.92,none,0.0,149,26.12,1481.04,card,,no_campaign,0
O000017503,SESS000113749,C004459,A0014216,S051,Москва,ios,2026-03-22 20:11:07,2026-03-22,2026-03-22 14:00:00,7,3316.93,none,0.0,99,49.75,3465.68,card,,no_campaign,0
O000017452,SESS000113410,C005113,A0005054,S074,Санкт-Петербург,ios,2026-03-22 20:13:02,2026-03-22,2026-03-22 10:00:00,3,3364.0,percent,336.4,99,0.0,3126.6,card,CMP0048,control,1
O000017550,SESS000114039,C008481,A0012224,S077,Москва,android,2026-03-22 20:15:35,2026-03-22,2026-03-22 19:00:00,6,4246.43,free_delivery,0.0,0,63.7,4310.13,sbp,,no_campaign,0
O000017442,SESS000113363,C004560,A0012325,S031,Новосибирск,ios,2026-03-22 20:16:47,2026-03-22,2026-03-22 14:00:00,12,3462.39,none,0.0,199,51.94,3713.33,card,,no_campaign,0
O000017583,SESS000114204,C005525,A0009138,S079,Санкт-Петербург,android,2026-03-22 20:17:49,2026-03-22,2026-03-22 17:00:00,13,1356.24,percent,94.94,199,20.34,1480.64,card,,no_campaign,0
O000017553,SESS000114051,C007618,A0001192,S006,Казань,ios,2026-03-22 20:20:33,2026-03-22,2026-03-22 19:00:00,15,2845.72,none,0.0,0,42.69,2888.41,card,,no_campaign,0
O000017473,SESS000113536,C001589,A0003279,S044,Москва,android,2026-03-22 20:21:20,2026-03-22,2026-03-22 14:00:00,13,3036.05,none,0.0,0,45.54,3081.59,card,,no_campaign,0
O000017450,SESS000113408,C003857,A0010667,S007,Москва,android,2026-03-22 20:28:00,2026-03-22,2026-03-22 10:00:00,9,2941.64,none,0.0,199,58.83,3199.47,card,,no_campaign,0
O000017541,SESS000113993,C000931,A0000534,S063,Москва,android,2026-03-22 20:28:52,2026-03-22,2026-03-22 12:00:00,5,3559.66,none,0.0,0,71.19,3630.85,card,,no_campaign,0
O000017537,SESS000113976,C006850,A0009052,S011,Москва,android,2026-03-22 20:32:17,2026-03-22,2026-03-22 13:00:00,6,3679.69,none,0.0,99,55.2,3833.89,card,,no_campaign,0
O000017573,SESS000114160,C003513,A0013402,S061,Новосибирск,web,2026-03-22 20:41:34,2026-03-22,2026-03-22 11:00:00,5,1136.74,percent,113.67,149,22.73,1194.8,card,,no_campaign,0
O000017577,SESS000114184,C004492,A0010016,S014,Санкт-Петербург,android,2026-03-22 20:43:25,2026-03-22,2026-03-22 16:00:00,14,3230.21,none,0.0,149,0.0,3379.21,card,,no_campaign,0
O000017551,SESS000114048,C002761,A0000346,S002,Москва,ios,2026-03-22 20:45:11,2026-03-22,2026-03-22 13:00:00,12,4601.52,none,0.0,149,69.02,4819.54,card,,no_campaign,0
O000017439,SESS000113350,C007329,A0014876,S034,Москва,ios,2026-03-22 20:49:38,2026-03-22,2026-03-22 21:00:00,16,3875.89,none,0.0,99,0.0,3974.89,cash,,no_campaign,0
O000017580,SESS000114198,C002986,A0010878,S024,Новосибирск,ios,2026-03-22 20:52:11,2026-03-22,2026-03-22 13:00:00,10,1106.83,none,0.0,149,0.0,1255.83,card,CMP0048,test,1
O000017492,SESS000113679,C005717,A0009969,S051,Москва,ios,2026-03-22 21:07:37,2026-03-22,2026-03-22 17:00:00,10,2086.27,none,0.0,149,0.0,2235.27,card,,no_campaign,0
O000017502,SESS000113744,C005601,A0008673,S060,Москва,android,2026-03-22 21:09:56,2026-03-22,2026-03-22 12:00:00,10,3365.76,none,0.0,0,50.49,3416.25,card,,no_campaign,0
O000017589,SESS000114255,C001503,A0004777,S059,Москва,ios,2026-03-22 21:14:11,2026-03-22,2026-03-22 17:00:00,9,3008.53,none,0.0,0,45.13,3053.66,card,,no_campaign,0
O000017507,SESS000113785,C002567,A0000094,S009,Москва,ios,2026-03-22 21:31:37,2026-03-22,2026-03-22 13:00:00,7,1856.52,none,0.0,199,37.13,2092.65,card,,no_campaign,0
O000017581,SESS000114201,C003292,A0000650,S063,Екатеринбург,ios,2026-03-22 21:36:48,2026-03-22,2026-03-22 10:00:00,4,2436.63,percent,365.49,99,36.55,2206.68,card,,no_campaign,0
O000017510,SESS000113794,C002213,A0006658,S063,Москва,web,2026-03-22 21:38:51,2026-03-22,2026-03-22 19:00:00,6,2766.63,none,0.0,99,0.0,2865.63,card,,no_campaign,0
O000017475,SESS000113538,C000140,A0002384,S038,Новосибирск,android,2026-03-22 21:54:52,2026-03-22,2026-03-22 17:00:00,12,2978.18,none,0.0,149,0.0,3127.18,card,CMP0048,control,1
O000017484,SESS000113604,C008063,A0007699,S039,Новосибирск,android,2026-03-22 21:58:06,2026-03-22,2026-03-22 20:00:00,11,1980.29,none,0.0,0,0.0,1980.29,card,,no_campaign,0
O000017574,SESS000114167,C001127,A0000135,S070,Москва,android,2026-03-22 22:12:55,2026-03-22,2026-03-22 15:00:00,15,6565.11,fixed_amount,150.0,0,98.48,6513.59,card,,no_campaign,0
O000017516,SESS000113837,C002949,A0014356,S051,Москва,ios,2026-03-22 22:27:37,2026-03-22,2026-03-22 11:00:00,10,550.0,free_delivery,0.0,0,0.0,550.0,card,,no_campaign,0
O000017454,SESS000113424,C004851,A0003866,S038,Новосибирск,web,2026-03-22 22:30:21,2026-03-22,2026-03-22 12:00:00,8,1619.15,percent,113.34,99,24.29,1629.1,card,,no_campaign,0
O000017576,SESS000114179,C007980,A0008525,S048,Санкт-Петербург,android,2026-03-22 22:38:51,2026-03-22,2026-03-22 16:00:00,9,4499.52,none,0.0,149,0.0,4648.52,sbp,,no_campaign,0
O000017446,SESS000113376,C001397,A0007370,S047,Москва,android,2026-03-22 22:48:03,2026-03-22,2026-03-22 20:00:00,9,935.52,none,0.0,99,0.0,1034.52,card,,no_campaign,0
O000017490,SESS000113672,C001124,A0000242,S077,Казань,android,2026-03-22 23:06:42,2026-03-22,2026-03-22 20:00:00,6,4972.33,none,0.0,0,74.58,5046.91,sbp,CMP0048,test,1
O000017479,SESS000113573,C002354,A0004515,S060,Екатеринбург,android,2026-03-22 23:17:14,2026-03-22,2026-03-22 16:00:00,8,2575.71,none,0.0,0,51.51,2627.22,card,,no_campaign,0
O000017459,SESS000113457,C000291,A0012422,S057,Москва,web,2026-03-22 23:22:15,2026-03-22,2026-03-22 20:00:00,8,2826.03,none,0.0,149,56.52,3031.55,card,,no_campaign,0
O000017476,SESS000113557,C000255,A0009691,S052,Москва,web,2026-03-22 23:36:20,2026-03-22,2026-03-22 19:00:00,11,2344.87,none,0.0,149,35.17,2529.04,card,,no_campaign,0
O000017461,SESS000113475,C007313,A0005998,S005,Москва,android,2026-03-22 23:42:16,2026-03-22,2026-03-22 19:00:00,16,3436.14,none,0.0,99,51.54,3586.68,card,,no_campaign,0
O000017457,SESS000113449,C002524,A0013954,S065,Москва,android,2026-03-22 23:43:04,2026-03-22,2026-03-22 16:00:00,11,2516.38,fixed_amount,300.0,99,37.75,2353.13,sbp,,no_campaign,0
O000017508,SESS000113788,C005480,A0006238,S054,Москва,ios,2026-03-22 23:49:12,2026-03-22,2026-03-22 13:00:00,8,2920.54,none,0.0,199,58.41,3177.95,card,,no_campaign,0
O000017524,SESS000113903,C002628,A0006331,S010,Санкт-Петербург,ios,2026-03-22 23:54:08,2026-03-22,2026-03-22 12:00:00,14,1988.86,none,0.0,149,39.78,2177.64,card,,no_campaign,0
O000017441,SESS000113356,C005930,A0013782,S048,Екатеринбург,ios,2026-03-23 00:02:52,2026-03-22,2026-03-22 22:00:00,9,4724.31,free_delivery,0.0,0,0.0,4724.31,card,,no_campaign,0
O000017463,SESS000113479,C001615,A0011613,S010,Москва,ios,2026-03-23 00:15:02,2026-03-22,2026-03-22 18:00:00,5,3121.2,none,0.0,149,0.0,3270.2,card,,no_campaign,0
O000017527,SESS000113911,C004288,A0004959,S071,Санкт-Петербург,web,2026-03-23 00:27:48,2026-03-22,2026-03-22 17:00:00,11,2450.67,none,0.0,149,49.01,2648.68,sbp,,no_campaign,0
O000017571,SESS000114157,C004683,A0011947,S019,Новосибирск,ios,2026-03-23 00:34:19,2026-03-22,2026-03-22 10:00:00,18,2895.18,none,0.0,99,57.9,3052.08,card,,no_campaign,0
O000017681,SESS000114864,C000430,A0014112,S047,Москва,web,2026-03-23 08:35:53,2026-03-23,2026-03-23 19:00:00,11,1932.95,none,0.0,149,28.99,2110.94,card,,no_campaign,0
O000017616,SESS000114452,C007808,A0009095,S068,Екатеринбург,ios,2026-03-23 08:36:31,2026-03-23,2026-03-23 19:00:00,8,2421.29,none,0.0,99,36.32,2556.61,card,,no_campaign,0
O000017702,SESS000114998,C000378,A0010444,S034,Москва,ios,2026-03-23 08:40:04,2026-03-23,2026-03-23 16:00:00,10,3495.47,none,0.0,0,69.91,3565.38,sbp,,no_campaign,0
O000017652,SESS000114674,C004997,A0000572,S001,Москва,web,2026-03-23 08:48:06,2026-03-23,2026-03-23 10:00:00,7,3036.17,none,0.0,199,0.0,3235.17,card,,no_campaign,0
O000017683,SESS000114872,C005552,A0007107,S020,Москва,ios,2026-03-23 08:48:14,2026-03-23,2026-03-23 13:00:00,11,2260.64,none,0.0,149,33.91,2443.55,card,,no_campaign,0
O000017615,SESS000114451,C005914,A0002729,S001,Москва,ios,2026-03-23 08:56:07,2026-03-23,2026-03-23 20:00:00,7,2469.41,percent,370.41,149,37.04,2285.04,card,,no_campaign,0
O000017689,SESS000114909,C006132,A0010736,S001,Казань,android,2026-03-23 09:03:35,2026-03-23,2026-03-23 11:00:00,17,2478.99,none,0.0,99,37.18,2615.17,card,,no_campaign,0
O000017617,SESS000114463,C002217,A0002391,S028,Казань,ios,2026-03-23 09:20:27,2026-03-23,2026-03-23 11:00:00,11,2825.09,none,0.0,149,42.38,3016.47,card,,no_campaign,0
O000017644,SESS000114631,C004158,A0013319,S008,Екатеринбург,ios,2026-03-23 10:37:14,2026-03-23,2026-03-23 22:00:00,9,4472.18,fixed_amount,500.0,99,0.0,4071.18,card,,no_campaign,0
O000017664,SESS000114753,C007815,A0013186,S079,Москва,ios,2026-03-23 10:47:44,2026-03-23,2026-03-23 22:00:00,8,3664.63,none,0.0,199,54.97,3918.6,card,,no_campaign,0
O000017708,SESS000115017,C007550,A0012007,S030,Санкт-Петербург,android,2026-03-23 10:48:57,2026-03-23,2026-03-23 21:00:00,12,1578.19,fixed_amount,300.0,149,23.67,1450.86,sbp,,no_campaign,0
O000017592,SESS000114287,C005874,A0004322,S064,Казань,android,2026-03-23 10:54:45,2026-03-23,2026-03-23 20:00:00,8,2973.43,none,0.0,99,0.0,3072.43,card,,no_campaign,0
O000017600,SESS000114332,C006655,A0001832,S062,Москва,android,2026-03-23 10:56:26,2026-03-23,2026-03-23 22:00:00,13,2918.88,none,0.0,149,58.38,3126.26,sbp,,no_campaign,0
O000017656,SESS000114696,C004812,A0008051,S071,Екатеринбург,android,2026-03-23 11:06:10,2026-03-23,2026-03-23 21:00:00,5,1662.34,none,0.0,149,0.0,1811.34,card,,no_campaign,0
O000017663,SESS000114739,C004984,A0013183,S045,Казань,ios,2026-03-23 11:11:32,2026-03-23,2026-03-23 16:00:00,9,3848.0,none,0.0,0,76.96,3924.96,sbp,,no_campaign,0
O000017712,SESS000115036,C006919,A0011831,S041,Санкт-Петербург,android,2026-03-23 11:14:34,2026-03-23,2026-03-23 22:00:00,12,3937.67,none,0.0,149,0.0,4086.67,card,,no_campaign,0
O000017630,SESS000114553,C005259,A0005129,S014,Москва,ios,2026-03-23 11:29:01,2026-03-23,2026-03-23 16:00:00,8,2113.17,none,0.0,99,0.0,2212.17,cash,,no_campaign,0
O000017665,SESS000114760,C002464,A0004510,S035,Санкт-Петербург,ios,2026-03-23 11:29:38,2026-03-23,2026-03-23 12:00:00,11,3872.44,none,0.0,149,0.0,4021.44,card,,no_campaign,0
O000017715,SESS000115046,C001270,A0011257,S061,Москва,ios,2026-03-23 11:38:47,2026-03-23,2026-03-23 18:00:00,13,3044.53,none,0.0,149,60.89,3254.42,card,,no_campaign,0
O000017599,SESS000114329,C001792,A0003567,S013,Санкт-Петербург,ios,2026-03-23 12:00:43,2026-03-23,2026-03-23 20:00:00,12,5630.37,percent,394.13,149,84.46,5469.7,sbp,,no_campaign,0
O000017647,SESS000114651,C002052,A0007690,S039,Москва,ios,2026-03-23 12:02:16,2026-03-23,2026-03-23 12:00:00,5,1363.38,none,0.0,0,20.45,1383.83,card,,no_campaign,0
O000017595,SESS000114304,C001490,A0007484,S039,Москва,android,2026-03-23 12:02:45,2026-03-23,2026-03-23 17:00:00,6,2600.94,none,0.0,99,52.02,2751.96,card,,no_campaign,0
O000017707,SESS000115013,C003667,A0006988,S009,Казань,web,2026-03-23 12:18:20,2026-03-23,2026-03-23 14:00:00,4,4116.22,none,0.0,149,0.0,4265.22,sbp,,no_campaign,0
O000017626,SESS000114514,C007511,A0006646,S014,Казань,ios,2026-03-23 12:46:44,2026-03-23,2026-03-23 16:00:00,10,2623.54,percent,262.35,99,0.0,2460.19,card,,no_campaign,0
O000017622,SESS000114492,C007354,A0014264,S009,Санкт-Петербург,web,2026-03-23 13:06:06,2026-03-23,2026-03-23 14:00:00,13,2130.43,none,0.0,99,42.61,2272.04,card,,no_campaign,0
O000017650,SESS000114663,C001430,A0007008,S025,Екатеринбург,web,2026-03-23 13:22:48,2026-03-23,2026-03-23 18:00:00,10,3575.34,none,0.0,0,0.0,3575.34,sbp,,no_campaign,0
O000017686,SESS000114888,C006643,A0009548,S026,Москва,android,2026-03-23 13:23:50,2026-03-23,2026-03-23 14:00:00,5,2485.28,free_delivery,0.0,0,49.71,2534.99,card,,no_campaign,0
O000017624,SESS000114509,C003131,A0007514,S036,Казань,web,2026-03-23 13:26:16,2026-03-23,2026-03-23 12:00:00,10,1572.3,none,0.0,199,23.58,1794.88,card,,no_campaign,0
O000017660,SESS000114730,C002409,A0001222,S021,Новосибирск,android,2026-03-23 13:26:50,2026-03-23,2026-03-23 14:00:00,8,2869.55,none,0.0,149,43.04,3061.59,card,,no_campaign,0
O000017634,SESS000114577,C007188,A0010504,S048,Москва,ios,2026-03-23 13:32:06,2026-03-23,2026-03-23 12:00:00,11,2553.16,none,0.0,149,38.3,2740.46,card,,no_campaign,0
O000017719,SESS000115069,C005963,A0000476,S051,Москва,ios,2026-03-23 13:38:03,2026-03-23,2026-03-23 11:00:00,12,4218.49,free_delivery,0.0,0,63.28,4281.77,card,,no_campaign,0
O000017671,SESS000114786,C001863,A0012599,S024,Москва,web,2026-03-23 13:41:43,2026-03-23,2026-03-23 17:00:00,5,3348.73,fixed_amount,150.0,0,66.97,3265.7,sbp,,no_campaign,0
O000017601,SESS000114343,C003944,A0005835,S047,Москва,ios,2026-03-23 13:42:22,2026-03-23,2026-03-23 16:00:00,13,6669.47,none,0.0,149,133.39,6951.86,card,,no_campaign,0
O000017619,SESS000114480,C000586,A0004038,S044,Москва,ios,2026-03-23 13:42:29,2026-03-23,2026-03-23 18:00:00,11,1455.99,none,0.0,199,21.84,1676.83,card,,no_campaign,0
O000017713,SESS000115040,C004244,A0014605,S038,Москва,ios,2026-03-23 13:48:52,2026-03-23,2026-03-23 12:00:00,11,2475.84,none,0.0,99,0.0,2574.84,card,,no_campaign,0
